Dataset;Carpeta;Nombre del archivo;Planta;Condición;Saludable;Planta_Estado
Cassava Leaf Disease Classification ;Cassava;1176908348.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1177074840.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1177109141.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1177195410.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1177346702.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1177596795.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;117782161.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1177964972.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1178068241.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1178196000.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1178307457.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1178309265.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1178339881.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;117837871.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1178519877.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1178737001.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1179062519.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1179134330.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1179237425.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1179255874.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1179385123.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1179452457.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;117953500.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1179634197.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;117969308.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1179908738.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1179913576.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1180011069.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1180559828.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1180565740.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1180887054.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1180914426.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1180917298.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;118102555.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1181283292.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1181473732.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1181577348.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1181613818.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1181678723.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1181734172.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1182166221.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1182217128.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1182402718.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1182451935.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1182679440.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1182693918.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1182741554.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1182950503.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;118348643.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;118373722.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1184269820.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;118428727.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1184455106.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1184866282.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1184908873.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1184927419.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1184986094.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1185052767.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1185129762.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1185163153.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1185369128.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1185679423.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1185924788.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1185995427.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1186498322.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1186662179.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1186910590.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1186992492.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1187087973.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1187393265.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1187772608.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1188133265.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1188162047.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;118845002.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1188511483.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1189155349.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1190206557.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1190231109.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1190399034.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1190620431.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1191019000.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1191199977.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1191499624.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;119190212.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1191974622.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1192229349.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1192463815.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1192486665.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1193048805.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1193197595.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1193204860.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1193388066.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;119354743.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1193576367.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1193633048.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1194042617.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1194116552.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1194287929.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1194838492.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1195235889.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1195541869.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;119558736.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;119559875.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1195608282.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1195706216.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;119573280.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;119590613.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1196180506.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1196276402.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1196349536.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1196683812.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1196700830.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;119670532.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1196761091.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1197128490.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1197216804.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1197223849.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1197262681.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1197556417.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1197828071.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;119785295.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1197890857.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1198438913.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1198476572.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1198521073.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1198530356.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;119857388.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;119881246.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1199307978.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1199756923.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1199797130.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1199951888.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1200108798.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1200660912.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1200666322.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1200696605.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1201098987.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1201158169.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1201250931.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;120153747.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1201690046.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1201703302.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1202102465.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1202113453.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1202139476.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1202567382.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1202619622.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1202852313.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1202909561.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1203115878.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1203118326.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1203248171.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1203285369.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1203777682.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1203861431.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1204078103.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1204174833.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1204281938.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1204449633.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;120478478.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1204938946.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1205478806.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1205581229.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1205963821.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1206025945.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1206126822.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1206348025.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1206993435.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1207096725.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1207142999.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1207444703.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1207471454.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1207510885.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1207682270.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1207863833.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1207970766.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1207981174.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1208145531.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1208216776.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1208561216.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1208930498.jpg;Yuca;Cassava Bacterial Blight (CBB);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1209108991.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1209157685.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1209827516.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1209868824.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1210363668.jpg;Yuca;healthy;Si;Yuca_healthy
Cassava Leaf Disease Classification ;Cassava;1210657191.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1210661305.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1210950494.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1211049179.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1211187400.jpg;Yuca;Cassava Mosaic Disease (CMD);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1211459869.jpg;Yuca;Cassava Green Mottle (CGM);No;Yuca_sick
Cassava Leaf Disease Classification ;Cassava;1211633180.jpg;Yuca;Cassava Brown Streak Disease (CBSD);No;Yuca_sick
